exclusion_id,analysis_profile,granularity,token_id,locus_id,source_reference,reason_code,resolution_status,related_passage_ids_json,source_id,source_version
X_CLAUSE_8617d0e299a55aa0ad2d0e9575e5e56c0161b52cf6644d6bd9088a4cbf5c6707,edition_complete,clause,HB_ISA_041_023_0012~831198ac150a,KQL_ISA_041_023_0012,ISA 41:23,ketiv_clause_mapping_unresolved,unresolved,[],oshb-morphhb,3d15126fb1ef74867fc1434be1942e837932691f
X_CLAUSE_b05b1afd0901d14a56c063d5666005a7a2cfc6e7f57ec56697db4a625040d70a,edition_complete,clause,HB_ISA_049_013_0005~e6ed949168a0,KQL_ISA_049_013_0005,ISA 49:13,ketiv_clause_mapping_unresolved,unresolved,[],oshb-morphhb,3d15126fb1ef74867fc1434be1942e837932691f
X_CLAUSE_0368340fc5a23238a2759efdcfc4fe52f97ed502fae3da18c2bb6a5e459353c8,edition_complete,clause,HB_ISA_049_006_0010~f39bee68f130,KQL_ISA_049_006_0010,ISA 49:6,ketiv_clause_mapping_unresolved,unresolved,"[""P_HB_EDITION_COMPLETE_KETIV_CLAUSE_ISA_049_006~e0993fb8d08812c98e25ed8225e3a6e76c81879028028143be5723a8899e8322""]",oshb-morphhb,3d15126fb1ef74867fc1434be1942e837932691f
X_CLAUSE_8d53c96b8d1492c273ae1139a4e5487daed5324cfb93b0248400ad182ebf946d,edition_complete,clause,HB_ISA_055_013_0005~1174272aaf3b,KQL_ISA_055_013_0005,ISA 55:13,ketiv_clause_mapping_unresolved,unresolved,[],oshb-morphhb,3d15126fb1ef74867fc1434be1942e837932691f
X_CLAUSE_0beda46713a33dc9693bd60e8f8ee3a40d8d57ab47d86c9810dedfe6ffbe5be4,edition_complete,clause,HB_ISA_062_003_0006~043d83a222c7,KQL_ISA_062_003_0006,ISA 62:3,ketiv_clause_mapping_unresolved,unresolved,[],oshb-morphhb,3d15126fb1ef74867fc1434be1942e837932691f
X_CLAUSE_fe8302d8adf34cf066151ba1d8005fe18f777a19136092df0e2aa5609e0fbdd8,edition_complete,clause,HB_ISA_065_004_0008~9ec25062f35d,KQL_ISA_065_004_0008,ISA 65:4,ketiv_clause_mapping_unresolved,unresolved,[],oshb-morphhb,3d15126fb1ef74867fc1434be1942e837932691f
X_CLAUSE_78220e6d2df330c40e6637fd3002af4f87b50a4d3a344ea5731b61332ae01fbf,edition_complete,clause,HB_JUDG_016_025_0002~1f44fe54ad6e,KQL_JDG_016_025_0002,JDG 16:25,ketiv_clause_mapping_unresolved,unresolved,[],oshb-morphhb,3d15126fb1ef74867fc1434be1942e837932691f
X_CLAUSE_9abb7634b45c8af5aa554cdc06872291b4054fa16992a213759177c347329196,edition_complete,clause,HB_JUDG_016_025_0003~2511df062c83,KQL_JDG_016_025_0002,JDG 16:25,ketiv_clause_mapping_unresolved,unresolved,[],oshb-morphhb,3d15126fb1ef74867fc1434be1942e837932691f
X_CLAUSE_8061ce9a10ff96f39383762324057ba32540440fcc1655db2e4cf608447248e5,edition_complete,clause,HB_JUDG_016_026_0009~3bd4516fe239,KQL_JDG_016_026_0009,JDG 16:26,ketiv_clause_mapping_unresolved,unresolved,[],oshb-morphhb,3d15126fb1ef74867fc1434be1942e837932691f
X_CLAUSE_e6c5c17d77320a1abdf66f466057cb71c885b1362af0018263af8726b7e9a522,edition_complete,clause,HB_JUDG_017_002_0009~85cab6a1e500,KQL_JDG_017_002_0009,JDG 17:2,ketiv_clause_mapping_unresolved,unresolved,[],oshb-morphhb,3d15126fb1ef74867fc1434be1942e837932691f
X_CLAUSE_df7d57ca4e187560554c155fd73e5d125ab1a748cdebd543e152cdf5e1270002,edition_complete,clause,HB_JUDG_019_025_0021~ca2da0d0f113,KQL_JDG_019_025_0021,JDG 19:25,ketiv_clause_mapping_unresolved,unresolved,[],oshb-morphhb,3d15126fb1ef74867fc1434be1942e837932691f
X_CLAUSE_ea8f541d2de513f24bfada6667101c536a56455e42abee76f73f37a21cb1786c,edition_complete,clause,HB_JUDG_019_003_0008~6ded8724e7bb,KQL_JDG_019_003_0008,JDG 19:3,ketiv_clause_mapping_unresolved,unresolved,[],oshb-morphhb,3d15126fb1ef74867fc1434be1942e837932691f
X_CLAUSE_bc39afe0a639f8449a59f65f2626763ba60d03782723976d0ce578f1e5602ed4,edition_complete,clause,HB_JUDG_021_020_0001~bbf7ac97bf21,KQL_JDG_021_020_0001,JDG 21:20,ketiv_clause_mapping_unresolved,unresolved,[],oshb-morphhb,3d15126fb1ef74867fc1434be1942e837932691f
X_CLAUSE_1f3cf5638b2cb07326042430e2b663b89d1c5f2393f7ae835e1144214f5dac46,edition_complete,clause,HB_JUDG_021_022_0007~57194a4129e2,KQL_JDG_021_022_0007,JDG 21:22,ketiv_clause_mapping_unresolved,unresolved,[],oshb-morphhb,3d15126fb1ef74867fc1434be1942e837932691f
X_CLAUSE_098304e66f3f0267270f37b0071ffcbce4f8fbee0caa18aac4a10c94788cbc41,edition_complete,clause,HB_JUDG_006_005_0006~0559fb3d3754,KQL_JDG_006_005_0006,JDG 6:5,ketiv_clause_mapping_unresolved,unresolved,[],oshb-morphhb,3d15126fb1ef74867fc1434be1942e837932691f
X_CLAUSE_e9ae3e3cc2586328285201bd73d63fcad05e7ff61e75e0b9799850d66807f2b1,edition_complete,clause,HB_JUDG_007_021_0010~22ecaccd9b4e,KQL_JDG_007_021_0010,JDG 7:21,ketiv_clause_mapping_unresolved,unresolved,[],oshb-morphhb,3d15126fb1ef74867fc1434be1942e837932691f
X_CLAUSE_7f2e2211333874e7a3620c19fd4fa84f43b1e1e6e5c21b713aeb9846280d4f3b,edition_complete,clause,HB_JER_013_016_0017~04150ee5e2cc,KQL_JER_013_016_0017,JER 13:16,ketiv_clause_mapping_unresolved,unresolved,[],oshb-morphhb,3d15126fb1ef74867fc1434be1942e837932691f
X_CLAUSE_6f0b86250751640ec611c3d0357dd0504252c292ad8538d9dcd62cec8877ce49,edition_complete,clause,HB_JER_013_020_0004~aacb640a1508,KQL_JER_013_020_0004,JER 13:20,ketiv_clause_mapping_unresolved,unresolved,[],oshb-morphhb,3d15126fb1ef74867fc1434be1942e837932691f
X_CLAUSE_e8ad3ba351fbfc943c3358739dd38443409d61ed6b6201676cf7c4e3afd1e010,edition_complete,clause,HB_JER_017_013_0007~378b4acf21f6,KQL_JER_017_013_0007,JER 17:13,ketiv_clause_mapping_unresolved,unresolved,[],oshb-morphhb,3d15126fb1ef74867fc1434be1942e837932691f
X_CLAUSE_3ac58617f8834e533a82391fb2f17573fae7fe5a0c478354a8b43c6579dee2c7,edition_complete,clause,HB_JER_018_023_0017~8c6a1d1e0578,KQL_JER_018_023_0017,JER 18:23,ketiv_clause_mapping_unresolved,unresolved,[],oshb-morphhb,3d15126fb1ef74867fc1434be1942e837932691f
X_CLAUSE_92dedc6878bff7de966dfdeff39f19d2908fd3f9849bdb590cdbc34aa293de7c,edition_complete,clause,HB_JER_018_003_0004~9dd01b0ad2cf,KQL_JER_018_003_0004,JER 18:3,ketiv_clause_mapping_unresolved,unresolved,[],oshb-morphhb,3d15126fb1ef74867fc1434be1942e837932691f
X_CLAUSE_46cca84e8707126125344c071c5651b13d030e3bc04b74fc481b427bb5bcb995,edition_complete,clause,HB_JER_021_009_0014~8097f9411c9a,KQL_JER_021_009_0014,JER 21:9,ketiv_clause_mapping_unresolved,unresolved,[],oshb-morphhb,3d15126fb1ef74867fc1434be1942e837932691f
X_CLAUSE_c281a795108bbaea8f1e0ac1a92823d202b92264da84d423d89202121cf1a8b4,edition_complete,clause,HB_JER_025_013_0001~eb5d5ef64433,KQL_JER_025_013_0001,JER 25:13,ketiv_clause_mapping_unresolved,unresolved,[],oshb-morphhb,3d15126fb1ef74867fc1434be1942e837932691f
X_CLAUSE_e9891d4519c333f6d4cd2341ecf0055c50c054693d8d4e96abcff4512c5d4aba,edition_complete,clause,HB_JER_002_025_0004~5ca4b36d006a,KQL_JER_002_025_0004,JER 2:25,ketiv_clause_mapping_unresolved,unresolved,[],oshb-morphhb,3d15126fb1ef74867fc1434be1942e837932691f
X_CLAUSE_b0ce32f5d53d1f474fcecd80531c84e1bce98e50ff450c18ee0dad5196623ba7,edition_complete,clause,HB_JER_032_023_0007~ef347a5783ac,KQL_JER_032_023_0007,JER 32:23,ketiv_clause_mapping_unresolved,unresolved,[],oshb-morphhb,3d15126fb1ef74867fc1434be1942e837932691f
X_CLAUSE_25a8ee79f2b89ab80222639c0c3bdeb34ef423d1dd5bcac2912cdb5dd2bc7294,edition_complete,clause,HB_JER_034_011_0012~3e8bc865f6ec,KQL_JER_034_011_0012,JER 34:11,ketiv_clause_mapping_unresolved,unresolved,[],oshb-morphhb,3d15126fb1ef74867fc1434be1942e837932691f
X_CLAUSE_af5ff85c9430a96e517a502d6fae2e689a8d8eb90b3046561bb2e7f96c58f7a4,edition_complete,clause,HB_JER_037_019_0001~f66599b01465,KQL_JER_037_019_0001,JER 37:19,ketiv_clause_mapping_unresolved,unresolved,[],oshb-morphhb,3d15126fb1ef74867fc1434be1942e837932691f
X_CLAUSE_eb550a9162640e7fd7714c7d534746de7306e7803c51e7f536b824ad79e7e225,edition_complete,clause,HB_JER_038_002_0014~c5403fc050f4,KQL_JER_038_002_0014,JER 38:2,ketiv_clause_mapping_unresolved,unresolved,[],oshb-morphhb,3d15126fb1ef74867fc1434be1942e837932691f
X_CLAUSE_a876c653d9f03aa3960cc903d4772025598ad885c834c49508343e3580341b49,edition_complete,clause,HB_JER_039_012_0011~5030ea10ca25,KQL_JER_039_012_0011,JER 39:12,ketiv_clause_mapping_unresolved,unresolved,[],oshb-morphhb,3d15126fb1ef74867fc1434be1942e837932691f
X_CLAUSE_5100f48eb00714cf523ed2f6365fa1187caa0a954262b2f9dd5c4d9dcbc2e95a,edition_complete,clause,HB_JER_003_007_0011~2881e81ae4c2,KQL_JER_003_007_0011,JER 3:7,ketiv_clause_mapping_unresolved,unresolved,[],oshb-morphhb,3d15126fb1ef74867fc1434be1942e837932691f
X_CLAUSE_d700415b3ec4bd2c1608e1d63dc326fcd5f617444efd57911317ed9d3aad1503,edition_complete,clause,HB_JER_043_011_0001~a8ad085ee21e,KQL_JER_043_011_0001,JER 43:11,ketiv_clause_mapping_unresolved,unresolved,[],oshb-morphhb,3d15126fb1ef74867fc1434be1942e837932691f
X_CLAUSE_6b46cda4bbed1bbad28de58a87de2871bfcec2869749f08acad662d5297a38b0,edition_complete,clause,HB_JER_048_018_0003~c0631b9f1794,KQL_JER_048_018_0003,JER 48:18,ketiv_clause_mapping_unresolved,unresolved,[],oshb-morphhb,3d15126fb1ef74867fc1434be1942e837932691f
X_CLAUSE_3f43adbc035f56e48cbd2f9c7afd1a942a362017e8f72fe9a2ea3981a8cbe264,edition_complete,clause,HB_JER_048_020_0007~764721c05ada,KQL_JER_048_020_0007,JER 48:20,ketiv_clause_mapping_unresolved,unresolved,[],oshb-morphhb,3d15126fb1ef74867fc1434be1942e837932691f
X_CLAUSE_0d60ebc13c34bb3bab5ced9d5d781736193c888921e899c239a6e6eb03011bab,edition_complete,clause,HB_JER_048_044_0001~ac06d903df80,KQL_JER_048_044_0001,JER 48:44,ketiv_clause_mapping_unresolved,unresolved,[],oshb-morphhb,3d15126fb1ef74867fc1434be1942e837932691f
X_CLAUSE_8fd44589fe0b36dcc134b1a9606bab36e743c83747fd9266a8e1811a4a06c925,edition_complete,clause,HB_JER_004_030_0001~a20634464a63,KQL_JER_004_030_0001,JER 4:30,ketiv_clause_mapping_unresolved,unresolved,[],oshb-morphhb,3d15126fb1ef74867fc1434be1942e837932691f
X_CLAUSE_afe0d1b92adbd002cb79fc4a9d64db9d8c1e953604c661b720b40bb5174cb966,edition_complete,clause,HB_JER_050_011_0014~e16424c89c13,KQL_JER_050_011_0014,JER 50:11,ketiv_clause_mapping_unresolved,unresolved,[],oshb-morphhb,3d15126fb1ef74867fc1434be1942e837932691f
X_CLAUSE_e04cfebffae20c148935e98ba73c07da85960a1cf7fd5d58697f9995931a11a2,edition_complete,clause,HB_JER_006_021_0018~7d09f31b666d,KQL_JER_006_021_0018,JER 6:21,ketiv_clause_mapping_unresolved,unresolved,[],oshb-morphhb,3d15126fb1ef74867fc1434be1942e837932691f
X_CLAUSE_24b0111ef1f6014cca3a92c31dd4d8513a1f2cd72423de1dd009f4a9ddc2d3ad,edition_complete,clause,HB_JOB_010_020_0004~a3fb423ee753,KQL_JOB_010_020_0004,JOB 10:20,ketiv_clause_mapping_unresolved,unresolved,[],oshb-morphhb,3d15126fb1ef74867fc1434be1942e837932691f
X_CLAUSE_85500ef732b2af08c1694c327a27319ed0a80932fbf709aae19a4c8aae837005,edition_complete,clause,HB_JOB_010_020_0006~a4a66d412201,KQL_JOB_010_020_0006,JOB 10:20,ketiv_clause_mapping_unresolved,unresolved,[],oshb-morphhb,3d15126fb1ef74867fc1434be1942e837932691f
X_CLAUSE_8502845af4d3b81705eb1602e7e3ed30c42e23ed44ac6a49792f3d36f5e48cbd,edition_complete,clause,HB_JOB_015_022_0006~793bf23c5779,KQL_JOB_015_022_0006,JOB 15:22,ketiv_clause_mapping_unresolved,unresolved,[],oshb-morphhb,3d15126fb1ef74867fc1434be1942e837932691f
X_CLAUSE_c63dba50edf631728f3478fa16cd8f34e394975210d531a2df70494c75fd9116,edition_complete,clause,HB_JOB_019_029_0011~7a8efbb90319,KQL_JOB_019_029_0011,JOB 19:29,ketiv_clause_mapping_unresolved,unresolved,[],oshb-morphhb,3d15126fb1ef74867fc1434be1942e837932691f
X_CLAUSE_bab48a9ba8b001abc5bfc66ecfb7e2297edda97c96e8d12f11668eec0ccfb504,edition_complete,clause,HB_JOB_024_001_0006~806449512f88,KQL_JOB_024_001_0006,JOB 24:1,ketiv_clause_mapping_unresolved,unresolved,[],oshb-morphhb,3d15126fb1ef74867fc1434be1942e837932691f
X_CLAUSE_9416d44418467b1f450051f10bf4b3a1c8b4cfe323865cc111e2910c87219754,edition_complete,clause,HB_JOB_026_012_0004~878ae77237e4,KQL_JOB_026_012_0004,JOB 26:12,ketiv_clause_mapping_unresolved,unresolved,[],oshb-morphhb,3d15126fb1ef74867fc1434be1942e837932691f
X_CLAUSE_c2aca3cee2d410b856c9a8d5a68fa8a01d43356ce99f26d95bcd5002d1ead922,edition_complete,clause,HB_JOB_031_011_0005~40c8375aa09f,KQL_JOB_031_011_0005,JOB 31:11,ketiv_clause_mapping_unresolved,unresolved,[],oshb-morphhb,3d15126fb1ef74867fc1434be1942e837932691f
X_CLAUSE_d0df02484ca8badb71975258970856919b39ff999b16d861651d70909c442781,edition_complete,clause,HB_JOB_033_019_0005~56fe4bbfd805,KQL_JOB_033_019_0005,JOB 33:19,ketiv_clause_mapping_unresolved,unresolved,[],oshb-morphhb,3d15126fb1ef74867fc1434be1942e837932691f
X_CLAUSE_1387985e411dc8a1c8dc22027ae1f7a19fe4562e1162965c111ea79f9570d537,edition_complete,clause,HB_JOB_033_021_0004~c911556a5022,KQL_JOB_033_021_0004,JOB 33:21,ketiv_clause_mapping_unresolved,unresolved,[],oshb-morphhb,3d15126fb1ef74867fc1434be1942e837932691f
X_CLAUSE_18b53e7e1a6eb99f9403e237babc15aedc0f428b9bbf2bcfc265faa7d692d708,edition_complete,clause,HB_JOB_033_028_0006~b546f3913dea,KQL_JOB_033_028_0006,JOB 33:28,ketiv_clause_mapping_unresolved,unresolved,[],oshb-morphhb,3d15126fb1ef74867fc1434be1942e837932691f
X_CLAUSE_22920b8dd5b1751b582961e1d546ca75841e675d7b16dfefcfaef2d1ce6b9529,edition_complete,clause,HB_JOB_039_030_0001~6d5168a2ef4c,KQL_JOB_039_030_0001,JOB 39:30,ketiv_clause_mapping_unresolved,unresolved,[],oshb-morphhb,3d15126fb1ef74867fc1434be1942e837932691f
X_CLAUSE_f3dfb293625e0f3331393e824abd8016db3942eecb01e9bca9bf6b425f07237b,edition_complete,clause,HB_JOB_042_016_0008~93a46bfcbba1,KQL_JOB_042_016_0008,JOB 42:16,ketiv_clause_mapping_unresolved,unresolved,[],oshb-morphhb,3d15126fb1ef74867fc1434be1942e837932691f
X_CLAUSE_d839a54d2e3df46f7593563ec20967d06853faecc6e707616d4d7ce16d5c92be,edition_complete,clause,HB_JOB_005_018_0006~c819e45e3ffb,KQL_JOB_005_018_0006,JOB 5:18,ketiv_clause_mapping_unresolved,unresolved,[],oshb-morphhb,3d15126fb1ef74867fc1434be1942e837932691f
X_CLAUSE_333a592b12db8410620420d24905518f5661bcbb3612a1ac44458727ca5be355,edition_complete,clause,HB_JOB_006_002_0005~aa30ae583262,KQL_JOB_006_002_0005,JOB 6:2,ketiv_clause_mapping_unresolved,unresolved,[],oshb-morphhb,3d15126fb1ef74867fc1434be1942e837932691f
X_CLAUSE_a2e7871da62469e14b34a8f684049a7db905c0612c8ee1550d09e15ba058562c,edition_complete,clause,HB_JOB_006_029_0006~f071c941af69,KQL_JOB_006_029_0006,JOB 6:29,ketiv_clause_mapping_unresolved,unresolved,[],oshb-morphhb,3d15126fb1ef74867fc1434be1942e837932691f
X_CLAUSE_75b4ceb1a2135f2d8c11684c51af566596375523a1de3cde471b8232cf82b7dd,edition_complete,clause,HB_JOSH_015_004_0006~21536896bd1e,KQL_JOS_015_004_0006,JOS 15:4,ketiv_clause_mapping_unresolved,unresolved,[],oshb-morphhb,3d15126fb1ef74867fc1434be1942e837932691f
X_CLAUSE_ccbcb9cda97136a256cee8df4c857fc2a4a2752f6894d461fc45c9a1ab86c66a,edition_complete,clause,HB_JOSH_015_053_0001~1bc67ec243d9,KQL_JOS_015_053_0001,JOS 15:53,ketiv_clause_mapping_unresolved,unresolved,[],oshb-morphhb,3d15126fb1ef74867fc1434be1942e837932691f
X_CLAUSE_0c292eb70e2d95938dc162dfda57e50ea9a4088faf2b527e66529edcca2af828,edition_complete,clause,HB_JOSH_018_012_0017~ac28b383e43e,KQL_JOS_018_012_0017,JOS 18:12,ketiv_clause_mapping_unresolved,unresolved,[],oshb-morphhb,3d15126fb1ef74867fc1434be1942e837932691f
X_CLAUSE_16cd2b1d35cc89dcb2018cf35d77d8a468f1975b5174f9e9281b916cc8fb1198,edition_complete,clause,HB_JOSH_018_014_0015~74c2824be12b,KQL_JOS_018_014_0015,JOS 18:14,ketiv_clause_mapping_unresolved,unresolved,[],oshb-morphhb,3d15126fb1ef74867fc1434be1942e837932691f
X_CLAUSE_f390799123e240af9ce6486ed6d524c57dec4acaba42b82c82b71971985234a1,edition_complete,clause,HB_JOSH_018_019_0008~e26d7bfb2f4c,KQL_JOS_018_019_0008,JOS 18:19,ketiv_clause_mapping_unresolved,unresolved,[],oshb-morphhb,3d15126fb1ef74867fc1434be1942e837932691f
X_CLAUSE_a0e2737e0fa5050dad4ba65ba59bc067ace7c25347154648141beee6afe3ef7d,edition_complete,clause,HB_JOSH_019_029_0011~baaf2ddb2f3f,KQL_JOS_019_029_0011,JOS 19:29,ketiv_clause_mapping_unresolved,unresolved,[],oshb-morphhb,3d15126fb1ef74867fc1434be1942e837932691f
X_CLAUSE_bf7fd9da9ae4d3100e4c51f21516c0952ac6e13120eb4b04a515bbbc2e6bb4f7,edition_complete,clause,HB_JOSH_024_003_0013~ebd13c3e4e2d,KQL_JOS_024_003_0013,JOS 24:3,ketiv_clause_mapping_unresolved,unresolved,[],oshb-morphhb,3d15126fb1ef74867fc1434be1942e837932691f
X_CLAUSE_9cda1641c5e206412c80368c995a80ef97634d322c862f8bc6f71ad908b82603,edition_complete,clause,HB_JOSH_024_008_0001~9c09d3e74662,KQL_JOS_024_008_0001,JOS 24:8,ketiv_clause_mapping_unresolved,unresolved,[],oshb-morphhb,3d15126fb1ef74867fc1434be1942e837932691f
X_CLAUSE_12264c11bc261fdf0c1307b639031333139f1f318a46c318bc47fbdbad80adcb,edition_complete,clause,HB_JOSH_004_018_0002~09886bd213a0,KQL_JOS_004_018_0002,JOS 4:18,ketiv_clause_mapping_unresolved,unresolved,[],oshb-morphhb,3d15126fb1ef74867fc1434be1942e837932691f
X_CLAUSE_45f1a4e4807eeb8eefde0f658af6aead00c8be2decb55f28f4e371c4cfecf5ea,edition_complete,clause,HB_JOSH_006_005_0005~0bcee2f01caa,KQL_JOS_006_005_0005,JOS 6:5,ketiv_clause_mapping_unresolved,unresolved,[],oshb-morphhb,3d15126fb1ef74867fc1434be1942e837932691f
X_CLAUSE_f24e58a6ecfa7097d8a13c4772eb50a442ecd8866b443d5ae2888983639e54af,edition_complete,clause,HB_JOSH_006_007_0001~10a816af2209,KQL_JOS_006_007_0001,JOS 6:7,ketiv_clause_mapping_unresolved,unresolved,[],oshb-morphhb,3d15126fb1ef74867fc1434be1942e837932691f
X_CLAUSE_ef38f9445f578dce9f4450df4f888fc916480cc52e9d705906b8852e42f568ce,edition_complete,clause,HB_JOSH_007_021_0001~fd4366855c5b,KQL_JOS_007_021_0001,JOS 7:21,ketiv_clause_mapping_unresolved,unresolved,[],oshb-morphhb,3d15126fb1ef74867fc1434be1942e837932691f
X_CLAUSE_1d2217b3d40221cd9f83fa76dab093295f8dfa83040f7d7ae9ffc8f62d5b5c78,edition_complete,clause,HB_JOSH_009_007_0001~4f575af598d1,KQL_JOS_009_007_0001,JOS 9:7,ketiv_clause_mapping_unresolved,unresolved,[],oshb-morphhb,3d15126fb1ef74867fc1434be1942e837932691f
X_CLAUSE_d74df72281b53a2fa1a5c1d6f1120a9595da5e237acfac37b77e7decf0338b22,edition_complete,clause,HB_LAM_002_002_0003~b894e4f8bcef,KQL_LAM_002_002_0003,LAM 2:2,ketiv_clause_mapping_unresolved,unresolved,[],oshb-morphhb,3d15126fb1ef74867fc1434be1942e837932691f
X_CLAUSE_1f854cfb1e5389a9f2a97c144cf41220f817c35d2ea62626c9fee09961bdf003,edition_complete,clause,HB_LAM_003_020_0003~c469e963f6d6,KQL_LAM_003_020_0003,LAM 3:20,ketiv_clause_mapping_unresolved,unresolved,[],oshb-morphhb,3d15126fb1ef74867fc1434be1942e837932691f
X_CLAUSE_94c13a4198de75540e440f68a0392a9ff37f18bda7e785ccf264587d3cca4122,edition_complete,clause,HB_LAM_004_016_0011~f1b12c778a5a,KQL_LAM_004_016_0011,LAM 4:16,ketiv_clause_mapping_unresolved,unresolved,[],oshb-morphhb,3d15126fb1ef74867fc1434be1942e837932691f
X_CLAUSE_45f45a8ac27e2cd2be18626ecdd0d271da213c1bf14d408f979835de66f874e7,edition_complete,clause,HB_LAM_005_021_0004~90b8f49220f4,KQL_LAM_005_021_0004,LAM 5:21,ketiv_clause_mapping_unresolved,unresolved,[],oshb-morphhb,3d15126fb1ef74867fc1434be1942e837932691f
X_CLAUSE_b6dde52f53035a6b3e5a477157916f03263997f0cd9d5ed7e604ebe7f4d1450b,edition_complete,clause,HB_LAM_005_003_0003~9429588f70dd,KQL_LAM_005_003_0003,LAM 5:3,ketiv_clause_mapping_unresolved,unresolved,[],oshb-morphhb,3d15126fb1ef74867fc1434be1942e837932691f
X_CLAUSE_f91c3dc2e1e66dbc94aee52ee847c59e07ed81cd1185447609b6866d825b0227,edition_complete,clause,HB_LAM_005_005_0005~e17050be27c9,KQL_LAM_005_005_0005,LAM 5:5,ketiv_clause_mapping_unresolved,unresolved,[],oshb-morphhb,3d15126fb1ef74867fc1434be1942e837932691f
X_CLAUSE_3fea3f67e092a7fcd496247740eb34ae1d77eaec7fca3564f73cc74e3c1551d3,edition_complete,clause,HB_LAM_005_007_0003~471a0b9123ce,KQL_LAM_005_007_0003,LAM 5:7,ketiv_clause_mapping_unresolved,unresolved,[],oshb-morphhb,3d15126fb1ef74867fc1434be1942e837932691f
X_CLAUSE_f03d730f17fa033d6eab995eff78f0f76ce1c75fe25c8b1bdee1464cc9077d99,edition_complete,clause,HB_LAM_005_007_0005~b730c71f32b2,KQL_LAM_005_007_0005,LAM 5:7,ketiv_clause_mapping_unresolved,unresolved,[],oshb-morphhb,3d15126fb1ef74867fc1434be1942e837932691f
X_CLAUSE_40e8477b818a1c423169d228499a250293ecc14e7fd51a1590d6ed98423e5c29,edition_complete,clause,HB_NAH_002_001_0017~5f2b99eaeb70,KQL_NAM_002_001_0017,NAM 2:1,ketiv_clause_mapping_unresolved,unresolved,"[""P_HB_EDITION_COMPLETE_KETIV_CLAUSE_NAM_002_001~bc46403b9c895cc341d8e2ddcb4ca747acd97e6591f2ef33615b0b562a75c90b""]",oshb-morphhb,3d15126fb1ef74867fc1434be1942e837932691f
X_CLAUSE_c79915616fa7d21de2e9b258277ddf84213c1bdcf99d340a54c8fab0f84dcc52,edition_complete,clause,HB_NAH_003_003_0014~db53e0350220,KQL_NAM_003_003_0014,NAM 3:3,ketiv_clause_mapping_unresolved,unresolved,[],oshb-morphhb,3d15126fb1ef74867fc1434be1942e837932691f
X_CLAUSE_20f2502530220950ffa80c27283a8f5816b3d610a2638a209dac2ab49066ab6e,edition_complete,clause,HB_NEH_001_009_0014~f145b7621ea7,KQL_NEH_001_009_0014,NEH 1:9,ketiv_clause_mapping_unresolved,unresolved,[],oshb-morphhb,3d15126fb1ef74867fc1434be1942e837932691f
X_CLAUSE_86313314e9ba1845c3c396bcd7de044b2f8bc05a991c5f5cb922013915793a21,edition_complete,clause,HB_NEH_003_015_0015~f7057eae85c0,KQL_NEH_003_015_0015,NEH 3:15,ketiv_clause_mapping_unresolved,unresolved,[],oshb-morphhb,3d15126fb1ef74867fc1434be1942e837932691f
X_CLAUSE_b3ecad5236e8ca153e4cf796827e4eec5f9485ff80aab92594cc91c56745de20,edition_complete,clause,HB_NEH_004_009_0012~efbb589a02c7,KQL_NEH_004_009_0012,NEH 4:9,ketiv_clause_mapping_unresolved,unresolved,[],oshb-morphhb,3d15126fb1ef74867fc1434be1942e837932691f
X_CLAUSE_93613d6fdc4b103bdcbfe75fa60feab5a726324b7e60d4cfe1e1578d1cad1a70,edition_complete,clause,HB_NEH_005_009_0001~14730277462f,KQL_NEH_005_009_0001,NEH 5:9,ketiv_clause_mapping_unresolved,unresolved,[],oshb-morphhb,3d15126fb1ef74867fc1434be1942e837932691f
X_CLAUSE_31b74423b4761df67d610ea0ffb54ee42b1b44bc0c2562b4b9884dff83b53d12,edition_complete,clause,HB_NEH_007_003_0001~daab7bfb88cf,KQL_NEH_007_003_0001,NEH 7:3,ketiv_clause_mapping_unresolved,unresolved,[],oshb-morphhb,3d15126fb1ef74867fc1434be1942e837932691f
X_CLAUSE_225d1c16527b944c535ff59b0dd2414c475ab169c13404015fc5bb5364127156,edition_complete,clause,HB_NUM_014_036_0009~79a07102903e,KQL_NUM_014_036_0009,NUM 14:36,ketiv_clause_mapping_unresolved,unresolved,[],oshb-morphhb,3d15126fb1ef74867fc1434be1942e837932691f
X_CLAUSE_9322a3bf35f5198956e4e91b94f9b6aa5626220f7de253469e99d9440b785b5c,edition_complete,clause,HB_NUM_021_032_0008~bed945aad180,KQL_NUM_021_032_0008,NUM 21:32,ketiv_clause_mapping_unresolved,unresolved,[],oshb-morphhb,3d15126fb1ef74867fc1434be1942e837932691f
X_CLAUSE_0f8197a263fe1684b76637c5e61348096cc72f5892d419b6c0ed16f2099dbcc1,edition_complete,clause,HB_NUM_034_004_0009~191e0258fcd9,KQL_NUM_034_004_0009,NUM 34:4,ketiv_clause_mapping_unresolved,unresolved,[],oshb-morphhb,3d15126fb1ef74867fc1434be1942e837932691f
X_CLAUSE_6143664598506401c56d59518994eb689659fab09da1851cb7b5bbfb89d7777e,edition_complete,clause,HB_PROV_015_014_0005~97096cac6e3b,KQL_PRO_015_014_0005,PRO 15:14,ketiv_clause_mapping_unresolved,unresolved,[],oshb-morphhb,3d15126fb1ef74867fc1434be1942e837932691f
