book,source_reference,analysis_profile,mapping_status,mapping_confidence,reference_gap,disputed_passage,risk_type,endpoint_count,sample_ordinal
EXO,Exod.8.29,critical_core,unresolved_missing_target,unresolved,False,False,unresolved_missing_target,10,2
EXO,Exod.8.30,critical_core,unresolved_missing_target,unresolved,False,False,unresolved_missing_target,4,3
EXO,Exod.22.23-Exod.22.31,edition_complete,mapped_partial,partial_provisional,False,False,mapped_partial,1,1
EXO,Exod.8.22-Exod.8.32,edition_complete,mapped_partial,partial_provisional,False,False,mapped_partial,1,2
EXO,Exod.8.28-Exod.8.30,edition_complete,mapped_partial,partial_provisional,False,False,mapped_partial,1,3
EXO,Exod.1.1,edition_complete,mapped_provisional,provisional_mechanical,False,False,provisional_same_label,11,1
EXO,Exod.1.1-Exod.1.2,edition_complete,mapped_provisional,provisional_mechanical,False,False,provisional_same_label,1,2
EXO,Exod.1.1-Exod.1.4,edition_complete,mapped_provisional,provisional_mechanical,False,False,provisional_same_label,2,3
EXO,Exod.22.31,edition_complete,unresolved_missing_target,unresolved,False,False,unresolved_missing_target,20,1
EXO,Exod.8.29,edition_complete,unresolved_missing_target,unresolved,False,False,unresolved_missing_target,10,2
EXO,Exod.8.30,edition_complete,unresolved_missing_target,unresolved,False,False,unresolved_missing_target,4,3
EZK,Ezek.20.1-Ezek.20.49,critical_core,mapped_partial,partial_provisional,False,False,mapped_partial,2,1
EZK,Ezek.1.1,critical_core,mapped_provisional,provisional_mechanical,False,False,provisional_same_label,50,1
EZK,Ezek.1.1-Ezek.1.2,critical_core,mapped_provisional,provisional_mechanical,False,False,provisional_same_label,1,2
EZK,Ezek.1.1-Ezek.1.28,critical_core,mapped_provisional,provisional_mechanical,False,False,provisional_same_label,1,3
EZK,Ezek.20.46,critical_core,unresolved_missing_target,unresolved,False,False,unresolved_missing_target,23,1
EZK,Ezek.20.46-Ezek.20.47,critical_core,unresolved_missing_target,unresolved,False,False,unresolved_missing_target,3,2
EZK,Ezek.20.46-Ezek.20.48,critical_core,unresolved_missing_target,unresolved,False,False,unresolved_missing_target,2,3
EZK,Ezek.20.1-Ezek.20.49,edition_complete,mapped_partial,partial_provisional,False,False,mapped_partial,2,1
EZK,Ezek.1.1,edition_complete,mapped_provisional,provisional_mechanical,False,False,provisional_same_label,50,1
EZK,Ezek.1.1-Ezek.1.2,edition_complete,mapped_provisional,provisional_mechanical,False,False,provisional_same_label,1,2
EZK,Ezek.1.1-Ezek.1.28,edition_complete,mapped_provisional,provisional_mechanical,False,False,provisional_same_label,1,3
EZK,Ezek.20.46,edition_complete,unresolved_missing_target,unresolved,False,False,unresolved_missing_target,23,1
EZK,Ezek.20.46-Ezek.20.47,edition_complete,unresolved_missing_target,unresolved,False,False,unresolved_missing_target,3,2
EZK,Ezek.20.46-Ezek.20.48,edition_complete,unresolved_missing_target,unresolved,False,False,unresolved_missing_target,2,3
EZR,Ezra.1.1,critical_core,mapped_provisional,provisional_mechanical,False,False,provisional_same_label,27,1
EZR,Ezra.1.1-Ezra.1.11,critical_core,mapped_provisional,provisional_mechanical,False,False,provisional_same_label,4,2
EZR,Ezra.1.1-Ezra.1.2,critical_core,mapped_provisional,provisional_mechanical,False,False,provisional_same_label,7,3
EZR,Ezra.1.1,edition_complete,mapped_provisional,provisional_mechanical,False,False,provisional_same_label,27,1
EZR,Ezra.1.1-Ezra.1.11,edition_complete,mapped_provisional,provisional_mechanical,False,False,provisional_same_label,4,2
EZR,Ezra.1.1-Ezra.1.2,edition_complete,mapped_provisional,provisional_mechanical,False,False,provisional_same_label,7,3
GAL,Gal.1.1,critical_core,mapped_provisional,provisional_mechanical,False,False,provisional_same_label,51,1
GAL,Gal.1.1-Gal.1.2,critical_core,mapped_provisional,provisional_mechanical,False,False,provisional_same_label,1,2
GAL,Gal.1.10,critical_core,mapped_provisional,provisional_mechanical,False,False,provisional_same_label,51,3
GAL,Gal.1.1,edition_complete,mapped_provisional,provisional_mechanical,False,False,provisional_same_label,51,1
GAL,Gal.1.1-Gal.1.2,edition_complete,mapped_provisional,provisional_mechanical,False,False,provisional_same_label,1,2
GAL,Gal.1.10,edition_complete,mapped_provisional,provisional_mechanical,False,False,provisional_same_label,51,3
GEN,Gen.31.36-Gen.31.55,critical_core,mapped_partial,partial_provisional,False,False,mapped_partial,1,1
GEN,Gen.1.1,critical_core,mapped_provisional,provisional_mechanical,False,False,provisional_same_label,88,1
GEN,Gen.1.1-Gen.1.2,critical_core,mapped_provisional,provisional_mechanical,False,False,provisional_same_label,5,2
GEN,Gen.1.1-Gen.1.31,critical_core,mapped_provisional,provisional_mechanical,False,False,provisional_same_label,3,3
GEN,Gen.31.55,critical_core,unresolved_missing_target,unresolved,False,False,unresolved_missing_target,26,1
GEN,Gen.31.36-Gen.31.55,edition_complete,mapped_partial,partial_provisional,False,False,mapped_partial,1,1
GEN,Gen.1.1,edition_complete,mapped_provisional,provisional_mechanical,False,False,provisional_same_label,88,1
GEN,Gen.1.1-Gen.1.2,edition_complete,mapped_provisional,provisional_mechanical,False,False,provisional_same_label,5,2
GEN,Gen.1.1-Gen.1.31,edition_complete,mapped_provisional,provisional_mechanical,False,False,provisional_same_label,3,3
GEN,Gen.31.55,edition_complete,unresolved_missing_target,unresolved,False,False,unresolved_missing_target,26,1
HAB,Hab.1.1,critical_core,mapped_provisional,provisional_mechanical,False,False,provisional_same_label,7,1
HAB,Hab.1.10,critical_core,mapped_provisional,provisional_mechanical,False,False,provisional_same_label,12,2
HAB,Hab.1.10-Hab.1.11,critical_core,mapped_provisional,provisional_mechanical,False,False,provisional_same_label,1,3
HAB,Hab.1.1,edition_complete,mapped_provisional,provisional_mechanical,False,False,provisional_same_label,7,1
HAB,Hab.1.10,edition_complete,mapped_provisional,provisional_mechanical,False,False,provisional_same_label,12,2
HAB,Hab.1.10-Hab.1.11,edition_complete,mapped_provisional,provisional_mechanical,False,False,provisional_same_label,1,3
HAG,Hag.1.1,critical_core,mapped_provisional,provisional_mechanical,False,False,provisional_same_label,52,1
HAG,Hag.1.1-Hag.1.12,critical_core,mapped_provisional,provisional_mechanical,False,False,provisional_same_label,1,2
HAG,Hag.1.1-Hag.2.1,critical_core,mapped_provisional,provisional_mechanical,False,False,provisional_same_label,1,3
HAG,Hag.1.1,edition_complete,mapped_provisional,provisional_mechanical,False,False,provisional_same_label,52,1
HAG,Hag.1.1-Hag.1.12,edition_complete,mapped_provisional,provisional_mechanical,False,False,provisional_same_label,1,2
HAG,Hag.1.1-Hag.2.1,edition_complete,mapped_provisional,provisional_mechanical,False,False,provisional_same_label,1,3
HEB,Heb.1.1,critical_core,mapped_provisional,provisional_mechanical,False,False,provisional_same_label,43,1
HEB,Heb.1.1-Heb.1.2,critical_core,mapped_provisional,provisional_mechanical,False,False,provisional_same_label,8,2
HEB,Heb.1.1-Heb.1.6,critical_core,mapped_provisional,provisional_mechanical,False,False,provisional_same_label,1,3
HEB,Heb.1.1,edition_complete,mapped_provisional,provisional_mechanical,False,False,provisional_same_label,43,1
HEB,Heb.1.1-Heb.1.2,edition_complete,mapped_provisional,provisional_mechanical,False,False,provisional_same_label,8,2
HEB,Heb.1.1-Heb.1.6,edition_complete,mapped_provisional,provisional_mechanical,False,False,provisional_same_label,1,3
HOS,Hos.1.4-Hos.1.11,critical_core,mapped_partial,partial_provisional,False,False,mapped_partial,1,1
HOS,Hos.1.6-Hos.1.10,critical_core,mapped_partial,partial_provisional,False,False,mapped_partial,1,2
HOS,Hos.1.7-Hos.1.11,critical_core,mapped_partial,partial_provisional,False,False,mapped_partial,1,3
HOS,Hos.1.1,critical_core,mapped_provisional,provisional_mechanical,False,False,provisional_same_label,35,1
HOS,Hos.1.1-Hos.1.2,critical_core,mapped_provisional,provisional_mechanical,False,False,provisional_same_label,3,2
HOS,Hos.1.1-Hos.1.3,critical_core,mapped_provisional,provisional_mechanical,False,False,provisional_same_label,1,3
HOS,Hos.1.10,critical_core,unresolved_missing_target,unresolved,False,False,unresolved_missing_target,61,1
HOS,Hos.1.10-Hos.1.11,critical_core,unresolved_missing_target,unresolved,False,False,unresolved_missing_target,9,2
HOS,Hos.1.11,critical_core,unresolved_missing_target,unresolved,False,False,unresolved_missing_target,44,3
HOS,Hos.1.4-Hos.1.11,edition_complete,mapped_partial,partial_provisional,False,False,mapped_partial,1,1
HOS,Hos.1.6-Hos.1.10,edition_complete,mapped_partial,partial_provisional,False,False,mapped_partial,1,2
HOS,Hos.1.7-Hos.1.11,edition_complete,mapped_partial,partial_provisional,False,False,mapped_partial,1,3
HOS,Hos.1.1,edition_complete,mapped_provisional,provisional_mechanical,False,False,provisional_same_label,35,1
HOS,Hos.1.1-Hos.1.2,edition_complete,mapped_provisional,provisional_mechanical,False,False,provisional_same_label,3,2
HOS,Hos.1.1-Hos.1.3,edition_complete,mapped_provisional,provisional_mechanical,False,False,provisional_same_label,1,3
HOS,Hos.1.10,edition_complete,unresolved_missing_target,unresolved,False,False,unresolved_missing_target,61,1
HOS,Hos.1.10-Hos.1.11,edition_complete,unresolved_missing_target,unresolved,False,False,unresolved_missing_target,9,2
HOS,Hos.1.11,edition_complete,unresolved_missing_target,unresolved,False,False,unresolved_missing_target,44,3
ISA,Isa.63.15-Isa.64.12,critical_core,mapped_partial,partial_provisional,False,False,mapped_partial,1,1
ISA,Isa.64.1-Isa.64.12,critical_core,mapped_partial,partial_provisional,False,False,mapped_partial,1,2
ISA,Isa.64.10-Isa.64.12,critical_core,mapped_partial,partial_provisional,False,False,mapped_partial,1,3
ISA,Isa.1.1,critical_core,mapped_provisional,provisional_mechanical,False,False,provisional_same_label,48,1
ISA,Isa.1.1-Isa.1.2,critical_core,mapped_provisional,provisional_mechanical,False,False,provisional_same_label,1,2
ISA,Isa.1.10,critical_core,mapped_provisional,provisional_mechanical,False,False,provisional_same_label,43,3
ISA,Isa.64.12,critical_core,unresolved_missing_target,unresolved,False,False,unresolved_missing_target,15,1
ISA,Isa.9.21,critical_core,unresolved_missing_target,unresolved,False,False,unresolved_missing_target,32,2
ISA,Isa.63.15-Isa.64.12,edition_complete,mapped_partial,partial_provisional,False,False,mapped_partial,1,1
ISA,Isa.64.1-Isa.64.12,edition_complete,mapped_partial,partial_provisional,False,False,mapped_partial,1,2
ISA,Isa.64.10-Isa.64.12,edition_complete,mapped_partial,partial_provisional,False,False,mapped_partial,1,3
ISA,Isa.1.1,edition_complete,mapped_provisional,provisional_mechanical,False,False,provisional_same_label,48,1
ISA,Isa.1.1-Isa.1.2,edition_complete,mapped_provisional,provisional_mechanical,False,False,provisional_same_label,1,2
ISA,Isa.1.10,edition_complete,mapped_provisional,provisional_mechanical,False,False,provisional_same_label,43,3
ISA,Isa.64.12,edition_complete,unresolved_missing_target,unresolved,False,False,unresolved_missing_target,15,1
ISA,Isa.9.21,edition_complete,unresolved_missing_target,unresolved,False,False,unresolved_missing_target,32,2
JAS,Jas.1.1,critical_core,mapped_provisional,provisional_mechanical,False,False,provisional_same_label,80,1
JAS,Jas.1.1-Jas.1.27,critical_core,mapped_provisional,provisional_mechanical,False,False,provisional_same_label,1,2
JAS,Jas.1.10,critical_core,mapped_provisional,provisional_mechanical,False,False,provisional_same_label,25,3
JAS,Jas.1.1,edition_complete,mapped_provisional,provisional_mechanical,False,False,provisional_same_label,80,1
JAS,Jas.1.1-Jas.1.27,edition_complete,mapped_provisional,provisional_mechanical,False,False,provisional_same_label,1,2
JAS,Jas.1.10,edition_complete,mapped_provisional,provisional_mechanical,False,False,provisional_same_label,25,3
JDG,Judg.1.1,critical_core,mapped_provisional,provisional_mechanical,False,False,provisional_same_label,21,1
JDG,Judg.1.1-Judg.1.2,critical_core,mapped_provisional,provisional_mechanical,False,False,provisional_same_label,6,2
JDG,Judg.1.1-Judg.1.7,critical_core,mapped_provisional,provisional_mechanical,False,False,provisional_same_label,1,3
JDG,Judg.1.1,edition_complete,mapped_provisional,provisional_mechanical,False,False,provisional_same_label,21,1
JDG,Judg.1.1-Judg.1.2,edition_complete,mapped_provisional,provisional_mechanical,False,False,provisional_same_label,6,2
JDG,Judg.1.1-Judg.1.7,edition_complete,mapped_provisional,provisional_mechanical,False,False,provisional_same_label,1,3
JER,Jer.9.25-Jer.9.26,critical_core,mapped_partial,partial_provisional,False,False,mapped_partial,20,1
JER,Jer.1.1,critical_core,mapped_provisional,provisional_mechanical,False,False,provisional_same_label,21,1
JER,Jer.1.1-Jer.1.2,critical_core,mapped_provisional,provisional_mechanical,False,False,provisional_same_label,1,2
JER,Jer.1.10,critical_core,mapped_provisional,provisional_mechanical,False,False,provisional_same_label,45,3
JER,Jer.9.26,critical_core,unresolved_missing_target,unresolved,False,False,unresolved_missing_target,34,1
JER,Jer.9.25-Jer.9.26,edition_complete,mapped_partial,partial_provisional,False,False,mapped_partial,20,1
JER,Jer.1.1,edition_complete,mapped_provisional,provisional_mechanical,False,False,provisional_same_label,21,1
JER,Jer.1.1-Jer.1.2,edition_complete,mapped_provisional,provisional_mechanical,False,False,provisional_same_label,1,2
JER,Jer.1.10,edition_complete,mapped_provisional,provisional_mechanical,False,False,provisional_same_label,45,3
JER,Jer.9.26,edition_complete,unresolved_missing_target,unresolved,False,False,unresolved_missing_target,34,1
JHN,John.7.45-John.7.53,critical_core,mapped_partial,partial_provisional,False,True,disputed_passage,2,1
JHN,John.7.50-John.7.53,critical_core,mapped_partial,partial_provisional,False,True,disputed_passage,1,2
JHN,John.7.53,critical_core,excluded_by_profile,profile_excluded,False,True,disputed_passage,7,3
JHN,John.1.1,critical_core,mapped_provisional,provisional_mechanical,False,False,provisional_same_label,51,1
JHN,John.1.1-John.1.14,critical_core,mapped_provisional,provisional_mechanical,False,False,provisional_same_label,1,2
JHN,John.1.1-John.1.18,critical_core,mapped_provisional,provisional_mechanical,False,False,provisional_same_label,2,3
JHN,John.7.45-John.7.53,edition_complete,mapped_provisional,provisional_mechanical,False,True,disputed_passage,2,1
JHN,John.7.50-John.7.53,edition_complete,mapped_provisional,provisional_mechanical,False,True,disputed_passage,1,2
JHN,John.7.53,edition_complete,mapped_provisional,provisional_mechanical,False,True,disputed_passage,7,3
JHN,John.1.1,edition_complete,mapped_provisional,provisional_mechanical,False,False,provisional_same_label,51,1
JHN,John.1.1-John.1.14,edition_complete,mapped_provisional,provisional_mechanical,False,False,provisional_same_label,1,2
JHN,John.1.1-John.1.18,edition_complete,mapped_provisional,provisional_mechanical,False,False,provisional_same_label,2,3
JOB,Job.40.15-Job.41.34,critical_core,mapped_partial,partial_provisional,False,False,mapped_partial,1,1
JOB,Job.41.1-Job.41.34,critical_core,mapped_partial,partial_provisional,False,False,mapped_partial,8,2
JOB,Job.41.23-Job.41.30,critical_core,mapped_partial,partial_provisional,False,False,mapped_partial,1,3
JOB,Job.1.1,critical_core,mapped_provisional,provisional_mechanical,False,False,provisional_same_label,59,1
JOB,Job.1.1-Job.1.3,critical_core,mapped_provisional,provisional_mechanical,False,False,provisional_same_label,3,2
JOB,Job.1.1-Job.1.5,critical_core,mapped_provisional,provisional_mechanical,False,False,provisional_same_label,1,3
JOB,Job.41.28,critical_core,unresolved_missing_target,unresolved,False,False,unresolved_missing_target,3,1
JOB,Job.41.29,critical_core,unresolved_missing_target,unresolved,False,False,unresolved_missing_target,2,2
JOB,Job.41.30,critical_core,unresolved_missing_target,unresolved,False,False,unresolved_missing_target,1,3
JOB,Job.40.15-Job.41.34,edition_complete,mapped_partial,partial_provisional,False,False,mapped_partial,1,1
JOB,Job.41.1-Job.41.34,edition_complete,mapped_partial,partial_provisional,False,False,mapped_partial,8,2
JOB,Job.41.23-Job.41.30,edition_complete,mapped_partial,partial_provisional,False,False,mapped_partial,1,3
JOB,Job.1.1,edition_complete,mapped_provisional,provisional_mechanical,False,False,provisional_same_label,59,1
JOB,Job.1.1-Job.1.3,edition_complete,mapped_provisional,provisional_mechanical,False,False,provisional_same_label,3,2
JOB,Job.1.1-Job.1.5,edition_complete,mapped_provisional,provisional_mechanical,False,False,provisional_same_label,1,3
JOB,Job.41.28,edition_complete,unresolved_missing_target,unresolved,False,False,unresolved_missing_target,3,1
JOB,Job.41.29,edition_complete,unresolved_missing_target,unresolved,False,False,unresolved_missing_target,2,2
JOB,Job.41.30,edition_complete,unresolved_missing_target,unresolved,False,False,unresolved_missing_target,1,3
JOL,Joel.3.1-Joel.3.11,critical_core,mapped_partial,partial_provisional,False,False,mapped_partial,1,1
JOL,Joel.3.1-Joel.3.21,critical_core,mapped_partial,partial_provisional,False,False,mapped_partial,1,2
JOL,Joel.3.2-Joel.3.15,critical_core,mapped_partial,partial_provisional,False,False,mapped_partial,1,3
JOL,Joel.1.1,critical_core,mapped_provisional,provisional_mechanical,False,False,provisional_same_label,7,1
JOL,Joel.1.10,critical_core,mapped_provisional,provisional_mechanical,False,False,provisional_same_label,18,2
JOL,Joel.1.10-Joel.1.11,critical_core,mapped_provisional,provisional_mechanical,False,False,provisional_same_label,1,3
JOL,Joel.2.28,critical_core,unresolved_missing_target,unresolved,False,False,unresolved_missing_target,51,1
JOL,Joel.2.28-Joel.2.29,critical_core,unresolved_missing_target,unresolved,False,False,unresolved_missing_target,14,2
JOL,Joel.2.28-Joel.2.32,critical_core,unresolved_missing_target,unresolved,False,False,unresolved_missing_target,7,3
JOL,Joel.3.1-Joel.3.11,edition_complete,mapped_partial,partial_provisional,False,False,mapped_partial,1,1
JOL,Joel.3.1-Joel.3.21,edition_complete,mapped_partial,partial_provisional,False,False,mapped_partial,1,2
JOL,Joel.3.2-Joel.3.15,edition_complete,mapped_partial,partial_provisional,False,False,mapped_partial,1,3
JOL,Joel.1.1,edition_complete,mapped_provisional,provisional_mechanical,False,False,provisional_same_label,7,1
JOL,Joel.1.10,edition_complete,mapped_provisional,provisional_mechanical,False,False,provisional_same_label,18,2
JOL,Joel.1.10-Joel.1.11,edition_complete,mapped_provisional,provisional_mechanical,False,False,provisional_same_label,1,3
JOL,Joel.2.28,edition_complete,unresolved_missing_target,unresolved,False,False,unresolved_missing_target,51,1
JOL,Joel.2.28-Joel.2.29,edition_complete,unresolved_missing_target,unresolved,False,False,unresolved_missing_target,14,2
JOL,Joel.2.28-Joel.2.32,edition_complete,unresolved_missing_target,unresolved,False,False,unresolved_missing_target,7,3
JON,Jonah.1.10-Jonah.1.17,critical_core,mapped_partial,partial_provisional,False,False,mapped_partial,1,1
JON,Jonah.1.1,critical_core,mapped_provisional,provisional_mechanical,False,False,provisional_same_label,10,1
JON,Jonah.1.1-Jonah.1.3,critical_core,mapped_provisional,provisional_mechanical,False,False,provisional_same_label,1,2
JON,Jonah.1.10,critical_core,mapped_provisional,provisional_mechanical,False,False,provisional_same_label,10,3
JON,Jonah.1.17,critical_core,unresolved_missing_target,unresolved,False,False,unresolved_missing_target,20,1
JON,Jonah.1.10-Jonah.1.17,edition_complete,mapped_partial,partial_provisional,False,False,mapped_partial,1,1
JON,Jonah.1.1,edition_complete,mapped_provisional,provisional_mechanical,False,False,provisional_same_label,10,1
JON,Jonah.1.1-Jonah.1.3,edition_complete,mapped_provisional,provisional_mechanical,False,False,provisional_same_label,1,2
JON,Jonah.1.10,edition_complete,mapped_provisional,provisional_mechanical,False,False,provisional_same_label,10,3
JON,Jonah.1.17,edition_complete,unresolved_missing_target,unresolved,False,False,unresolved_missing_target,20,1
JOS,Josh.1.1,critical_core,mapped_provisional,provisional_mechanical,False,False,provisional_same_label,36,1
JOS,Josh.1.1-Josh.1.10,critical_core,mapped_provisional,provisional_mechanical,False,False,provisional_same_label,1,2
JOS,Josh.1.1-Josh.1.2,critical_core,mapped_provisional,provisional_mechanical,False,False,provisional_same_label,2,3
JOS,Josh.1.1,edition_complete,mapped_provisional,provisional_mechanical,False,False,provisional_same_label,36,1
JOS,Josh.1.1-Josh.1.10,edition_complete,mapped_provisional,provisional_mechanical,False,False,provisional_same_label,1,2
JOS,Josh.1.1-Josh.1.2,edition_complete,mapped_provisional,provisional_mechanical,False,False,provisional_same_label,2,3
JUD,Jude.1.1,critical_core,mapped_provisional,provisional_mechanical,False,False,provisional_same_label,79,1
JUD,Jude.1.1-Jude.1.2,critical_core,mapped_provisional,provisional_mechanical,False,False,provisional_same_label,1,2
JUD,Jude.1.10,critical_core,mapped_provisional,provisional_mechanical,False,False,provisional_same_label,17,3
JUD,Jude.1.1,edition_complete,mapped_provisional,provisional_mechanical,False,False,provisional_same_label,79,1
JUD,Jude.1.1-Jude.1.2,edition_complete,mapped_provisional,provisional_mechanical,False,False,provisional_same_label,1,2
JUD,Jude.1.10,edition_complete,mapped_provisional,provisional_mechanical,False,False,provisional_same_label,17,3
LAM,Lam.1.1,critical_core,mapped_provisional,provisional_mechanical,False,False,provisional_same_label,49,1
LAM,Lam.1.1-Lam.1.2,critical_core,mapped_provisional,provisional_mechanical,False,False,provisional_same_label,3,2
LAM,Lam.1.1-Lam.1.3,critical_core,mapped_provisional,provisional_mechanical,False,False,provisional_same_label,1,3
LAM,Lam.1.1,edition_complete,mapped_provisional,provisional_mechanical,False,False,provisional_same_label,49,1
LAM,Lam.1.1-Lam.1.2,edition_complete,mapped_provisional,provisional_mechanical,False,False,provisional_same_label,3,2
LAM,Lam.1.1-Lam.1.3,edition_complete,mapped_provisional,provisional_mechanical,False,False,provisional_same_label,1,3
LEV,Lev.6.1-Lev.6.30,critical_core,mapped_partial,partial_provisional,False,False,mapped_partial,1,1
LEV,Lev.6.20-Lev.6.30,critical_core,mapped_partial,partial_provisional,False,False,mapped_partial,1,2
LEV,Lev.1.1,critical_core,mapped_provisional,provisional_mechanical,False,False,provisional_same_label,16,1
LEV,Lev.1.1-Lev.1.13,critical_core,mapped_provisional,provisional_mechanical,False,False,provisional_same_label,1,2
LEV,Lev.1.1-Lev.1.17,critical_core,mapped_provisional,provisional_mechanical,False,False,provisional_same_label,9,3
LEV,Lev.6.24-Lev.6.30,critical_core,unresolved_missing_target,unresolved,False,False,unresolved_missing_target,2,1
LEV,Lev.6.25,critical_core,unresolved_missing_target,unresolved,False,False,unresolved_missing_target,17,2
LEV,Lev.6.25-Lev.6.26,critical_core,unresolved_missing_target,unresolved,False,False,unresolved_missing_target,3,3
LEV,Lev.6.1-Lev.6.30,edition_complete,mapped_partial,partial_provisional,False,False,mapped_partial,1,1
LEV,Lev.6.20-Lev.6.30,edition_complete,mapped_partial,partial_provisional,False,False,mapped_partial,1,2
LEV,Lev.1.1,edition_complete,mapped_provisional,provisional_mechanical,False,False,provisional_same_label,16,1
LEV,Lev.1.1-Lev.1.13,edition_complete,mapped_provisional,provisional_mechanical,False,False,provisional_same_label,1,2
LEV,Lev.1.1-Lev.1.17,edition_complete,mapped_provisional,provisional_mechanical,False,False,provisional_same_label,9,3
LEV,Lev.6.24-Lev.6.30,edition_complete,unresolved_missing_target,unresolved,False,False,unresolved_missing_target,2,1
LEV,Lev.6.25,edition_complete,unresolved_missing_target,unresolved,False,False,unresolved_missing_target,17,2
LEV,Lev.6.25-Lev.6.26,edition_complete,unresolved_missing_target,unresolved,False,False,unresolved_missing_target,3,3
LUK,Luke.1.1,critical_core,mapped_provisional,provisional_mechanical,False,False,provisional_same_label,6,1
LUK,Luke.1.1-Luke.1.4,critical_core,mapped_provisional,provisional_mechanical,False,False,provisional_same_label,1,2
LUK,Luke.1.10,critical_core,mapped_provisional,provisional_mechanical,False,False,provisional_same_label,13,3
LUK,Luke.17.24-Luke.17.37,critical_core,mapped_partial,partial_provisional,True,False,reference_gap,1,1
LUK,Luke.17.32-Luke.17.37,critical_core,mapped_partial,partial_provisional,True,False,reference_gap,1,2
LUK,Luke.17.34-Luke.17.37,critical_core,mapped_partial,partial_provisional,True,False,reference_gap,2,3
LUK,Luke.1.1,edition_complete,mapped_provisional,provisional_mechanical,False,False,provisional_same_label,6,1
LUK,Luke.1.1-Luke.1.4,edition_complete,mapped_provisional,provisional_mechanical,False,False,provisional_same_label,1,2
LUK,Luke.1.10,edition_complete,mapped_provisional,provisional_mechanical,False,False,provisional_same_label,13,3
LUK,Luke.17.24-Luke.17.37,edition_complete,mapped_partial,partial_provisional,True,False,reference_gap,1,1
LUK,Luke.17.32-Luke.17.37,edition_complete,mapped_partial,partial_provisional,True,False,reference_gap,1,2
LUK,Luke.17.34-Luke.17.37,edition_complete,mapped_partial,partial_provisional,True,False,reference_gap,2,3
MAL,Mal.3.18-Mal.4.1,critical_core,mapped_partial,partial_provisional,False,False,mapped_partial,1,1
MAL,Mal.3.18-Mal.4.2,critical_core,mapped_partial,partial_provisional,False,False,mapped_partial,1,2
MAL,Mal.1.1,critical_core,mapped_provisional,provisional_mechanical,False,False,provisional_same_label,15,1
MAL,Mal.1.10,critical_core,mapped_provisional,provisional_mechanical,False,False,provisional_same_label,51,2
MAL,Mal.1.10-Mal.1.11,critical_core,mapped_provisional,provisional_mechanical,False,False,provisional_same_label,1,3
MAL,Mal.4.1,critical_core,unresolved_missing_target,unresolved,False,False,unresolved_missing_target,86,1
MAL,Mal.4.1-Mal.4.2,critical_core,unresolved_missing_target,unresolved,False,False,unresolved_missing_target,4,2
MAL,Mal.4.1-Mal.4.3,critical_core,unresolved_missing_target,unresolved,False,False,unresolved_missing_target,6,3
MAL,Mal.3.18-Mal.4.1,edition_complete,mapped_partial,partial_provisional,False,False,mapped_partial,1,1
MAL,Mal.3.18-Mal.4.2,edition_complete,mapped_partial,partial_provisional,False,False,mapped_partial,1,2
MAL,Mal.1.1,edition_complete,mapped_provisional,provisional_mechanical,False,False,provisional_same_label,15,1
MAL,Mal.1.10,edition_complete,mapped_provisional,provisional_mechanical,False,False,provisional_same_label,51,2
MAL,Mal.1.10-Mal.1.11,edition_complete,mapped_provisional,provisional_mechanical,False,False,provisional_same_label,1,3
MAL,Mal.4.1,edition_complete,unresolved_missing_target,unresolved,False,False,unresolved_missing_target,86,1
MAL,Mal.4.1-Mal.4.2,edition_complete,unresolved_missing_target,unresolved,False,False,unresolved_missing_target,4,2
MAL,Mal.4.1-Mal.4.3,edition_complete,unresolved_missing_target,unresolved,False,False,unresolved_missing_target,6,3
MAT,Matt.1.1,critical_core,mapped_provisional,provisional_mechanical,False,False,provisional_same_label,54,1
MAT,Matt.1.1-Matt.1.16,critical_core,mapped_provisional,provisional_mechanical,False,False,provisional_same_label,1,2
MAT,Matt.1.1-Matt.1.17,critical_core,mapped_provisional,provisional_mechanical,False,False,provisional_same_label,3,3
MAT,Matt.18.10-Matt.18.13,critical_core,mapped_partial,partial_provisional,True,False,reference_gap,4,1
MAT,Matt.18.10-Matt.18.14,critical_core,mapped_partial,partial_provisional,True,False,reference_gap,2,2
MAT,Matt.18.5-Matt.18.17,critical_core,mapped_partial,partial_provisional,True,False,reference_gap,1,3
MAT,Matt.1.1,edition_complete,mapped_provisional,provisional_mechanical,False,False,provisional_same_label,54,1
MAT,Matt.1.1-Matt.1.16,edition_complete,mapped_provisional,provisional_mechanical,False,False,provisional_same_label,1,2
MAT,Matt.1.1-Matt.1.17,edition_complete,mapped_provisional,provisional_mechanical,False,False,provisional_same_label,3,3
MAT,Matt.18.10-Matt.18.13,edition_complete,mapped_partial,partial_provisional,True,False,reference_gap,4,1
MAT,Matt.18.10-Matt.18.14,edition_complete,mapped_partial,partial_provisional,True,False,reference_gap,2,2
MAT,Matt.18.5-Matt.18.17,edition_complete,mapped_partial,partial_provisional,True,False,reference_gap,1,3
MIC,Mic.5.8-Mic.5.15,critical_core,mapped_partial,partial_provisional,False,False,mapped_partial,1,1
MIC,Mic.1.1,critical_core,mapped_provisional,provisional_mechanical,False,False,provisional_same_label,31,1
MIC,Mic.1.1-Mic.1.2,critical_core,mapped_provisional,provisional_mechanical,False,False,provisional_same_label,1,2
MIC,Mic.1.1-Mic.1.9,critical_core,mapped_provisional,provisional_mechanical,False,False,provisional_same_label,1,3
